OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,OWNER,INDUSTRYID,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
137,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,137,Mobil Kerang,Operational,7-Eleven Pty Ltd,412043,78-80 Bendigo Road,Kerang,Victoria,5,20120713,,-35.739729,143.918892
138,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,138,Mobil Cohuna,Operational,7-Eleven Pty Ltd,412059,183 King George Street,Cohuna,Victoria,5,20120713,,-35.7995309999999,144.212565
139,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,139,Mobil Cobram,Operational,7-Eleven Pty Ltd,412046,90 Station Street,Cobram,Victoria,5,20120713,,-35.9237469999999,145.646066
140,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,140,Mobil Mulwala,Operational,7-Eleven Pty Ltd,411855,59-65 Melbourne Street,Mulwala,New South Wales,5,20120713,,-35.987005,146.007105
141,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,141,Mobil Rutherglen,Operational,7-Eleven Pty Ltd,412057,17 Fortune Street,Rutherglen,Victoria,5,20120713,,-36.0574559999999,146.464153
142,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,142,Mobil Albury,Operational,7-Eleven Pty Ltd,411842,131 North Street,East Albury,New South Wales,5,20120713,,-36.070916,146.944075
143,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,143,Mobil Numurkah,Operational,7-Eleven Pty Ltd,412039,2 Tocumwal Road,Numurkah,Victoria,5,20120713,,-36.088115,145.442781
144,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,144,Mobil Wodonga,Operational,7-Eleven Pty Ltd,412002,18 Hovell Street,Wodonga,Victoria,5,20120713,,-36.1141299999999,146.896061
145,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,145,Mobil Wodonga,Operational,7-Eleven Pty Ltd,412025,178 Melbourne Road,Wodonga,Victoria,5,20120713,,-36.11551,146.870687
146,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,146,Mobil Serpentine,Operational,7-Eleven Pty Ltd,412042,24 Peppercorn Way,Serpentine,Victoria,5,20120713,,-36.412461,143.975197
147,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,147,Mobil Wedderburn,Operational,7-Eleven Pty Ltd,412061,117 High Street,Wedderburn,Victoria,5,20120713,,-36.413754,143.610717
148,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,148,Mobil Benalla,Operational,7-Eleven Pty Ltd,412023,191-193 Bridge Street,Benalla,Victoria,5,20120713,,-36.548733,145.995091
149,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,149,Mobil Horsham,Operational,7-Eleven Pty Ltd,412038,129-137 Baillie Street,Horsham,Victoria,5,20120713,,-36.7121099999999,142.201804
150,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,150,Mobil Whitfield,Operational,7-Eleven Pty Ltd,412074,4883 Wangaratta-Whitfield Road,Whitfield,Victoria,5,20120713,,-36.763923,146.414924
151,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,151,Mobil Omeo,Operational,Independent Fuel Supplies,412012,196 Day Avenue,Omeo,Victoria,5,20110725,,-37.1004619999999,147.590423
152,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,152,Mobil Alexandra,Operational,7-Eleven Pty Ltd,412022,10 Downey Street,Alexandra,Victoria,5,20120713,,-37.190194,145.716597
153,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,153,Mobil Yea,Operational,7-Eleven Pty Ltd,412044,31 High Street,Yea,Victoria,5,20120713,,-37.211695,145.425572
154,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,154,Mobil Clunes,Operational,7-Eleven Pty Ltd,412079,7 Service Street,Clunes,Victoria,5,20120713,,-37.295193,143.786742
155,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,155,Mobil Daylesford,Operational,7-Eleven Pty Ltd,412069,4375 Midland Highway,Daylesford,Victoria,3,20120713,,-37.340807,144.130132
156,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,156,Mobil Cann River,Operational,7-Eleven Pty Ltd,412067,12 Princes Highway,Cann River,Victoria,5,20120713,,-37.566594,149.150578
157,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,157,Mobil Swan Reach,Operational,Independent Fuel Supplies,412068,2025 Princes Highway,Swan Reach,Victoria,5,20110725,,-37.8218429999999,147.857418
158,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,158,Bairnsdale,Operational,7-Eleven Pty Ltd,412036,57 Main Street,Bairnsdale,Victoria,5,20120713,,-37.825775,147.635084
159,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,159,Mobil Bairnsdale,Operational,7-Eleven Pty Ltd,412048,390 Main Street,Bairnsdale,Victoria,5,20120713,,-37.828382,147.618642
160,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,160,Mobil Heyfield,Operational,7-Eleven Pty Ltd,412081,3 Tyson Road,Heyfield,Victoria,5,20120713,,-37.977841,146.784438
161,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,161,Mobil Sale,Operational,Independent Fuel Supplies,412014,354-362 York Street,Sale,Victoria,5,20110725,,-38.098868,147.068262
162,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,162,Mobil Longford,Operational,Independent Fuel Supplies,412086,115 Seaspray Road,Longford,Victoria,3,20110725,,-38.1841899999999,147.091725
163,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,163,Mobil Traralgon,Operational,Independent Fuel Supplies,412016,66-68 Princes Street,Traralgon,Victoria,5,20110725,,-38.198799,146.534609
164,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,164,Mobil Traralgon,Operational,Horizon,412015,6 Shakespeare Street,Traralgon,Victoria,5,20110725,,-38.200459375,146.535357971
165,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,165,Mobil Morwell,Operational,Independent Fuel Supplies,412019,271-275 Princes Drive,Morwell,Victoria,5,20110725,,-38.238241,146.405375
166,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,166,Mobil Churchill,Operational,Shell,412017,6 Georgina Place,Churchill,Victoria,5,20110725,,-38.3130839999999,146.420052
167,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,167,Mobil Cobden,Operational,7-Eleven Pty Ltd,412010,1236 Camperdown-Cobden Road,Cobden,Victoria,5,20120713,,-38.32033,143.07975
168,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,168,Mobil Mirboo North,Operational,7-Eleven Pty Ltd,412056,108 Ridgeway Street,Mirboo North,Victoria,5,20120713,,-38.401562,146.161058
169,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,169,Mobil Leongatha,Operational,7-Eleven Pty Ltd,412051,7 Anderson Street,Leongatha,Victoria,5,20120713,,-38.473757,145.945387
170,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,170,Mobil Leongatha,Operational,7-Eleven Pty Ltd,412063,95 Bair Street,Leongatha,Victoria,5,20120713,,-38.479097,145.947809
171,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,171,Mobil Yarram,Operational,7-Eleven Pty Ltd,412053,325 Commercial Road,Yarram,Victoria,5,20120713,,-38.5654739999999,146.675924
172,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,172,Mobil Wonthaggi,Operational,7-Eleven Pty Ltd,412070,103-107 McKenzie Street,Wonthaggi,Victoria,5,20120713,,-38.599097,145.592078
173,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,173,Mobil Inverloch,Operational,7-Eleven Pty Ltd,412054,25 Williams Street,Inverloch,Victoria,5,20120713,,-38.63166,145.729394
174,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,174,Mobil Foster,Operational,Independent Fuel Supplies,412064,78 Main Street,Foster,Victoria,5,20110725,,-38.6525389999999,146.202643
175,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,175,Mobil Toora,Operational,7-Eleven Pty Ltd,412027,26 Foster Road,Toora,Victoria,5,20120713,,-38.659757,146.322516
176,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,176,AP & MT Mavin Petroleum Pty Ltd,Operational,Caltex,28802,52 Lachlan Street,South Kempsey,New South Wales,5,20110725,,-31.09356,152.837084
177,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,177,I & M Simpson & Son Pty Ltd,Operational,Caltex,33707,25 Aitken Street,Alexandra,Victoria,5,20110725,,-37.187541,145.702946
178,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,178,J Chisholm Pty Ltd,Operational,Caltex,33559,153-155 Wilson Street,Colac,Victoria,3,20110725,,-38.3443906209999,143.584132959
179,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,179,Caltex Tambo,Operational,Independent Fuel Supplies,,Lot 28 Dawson Developmental Road,Tambo,Queensland,5,20110725,,-24.8816189999999,146.257843
180,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,180,Caltex Mitchell,Operational,Caltex,,3 Cambridge Street,Mitchell,Queensland,5,20110725,,-26.4858809999999,147.978759
181,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,181,Caltex Bribie Island,Operational,Caltex,,151 First Avenue,Bongaree,Queensland,5,20110725,,-27.080459,153.173492
182,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,182,Woolworths Caltex Deception Bay,Operational,Caltex,,Lot 3 Bay Avenue,Deception Bay,Queensland,5,20110725,,-27.1934469999999,153.02972
183,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,183,Caltex Rothwell,Operational,Caltex,,715 Deception Bay Road,Rothwell,Queensland,5,20110725,,-27.2092759999999,153.042853
184,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,184,Woolworths Caltex Mango Hill,Operational,Caltex,,Cnr Anzac Avenue and Josey Road,Mango Hill,Queensland,5,20110725,,-27.2233649999999,153.037335
185,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,185,Caltex Woolworths Kippa-Ring,Operational,Caltex,,Cnr Anzac Avenue and Elizabeth Avenue,Kippa-ring,Queensland,5,20110725,,-27.226757,153.08499
186,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,186,Caltex Redcliffe,Operational,Caltex,,Cnr Victoria and Anzac Avenue,Redcliffe,Queensland,5,20110725,,-27.229526,153.102245
187,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,187,Woolworths Caltex Margate,Operational,Caltex,,9-11 Oxley Street,Margate,Queensland,5,20110725,,-27.244405,153.109111
188,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,188,Caltex Tenterfield,Operational,Caltex,,69 Rouse Street,Tenterfield,New South Wales,5,20110725,,-29.06492,152.017007
189,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,189,Woolworths Caltex Glen Innes,Operational,Caltex,,150-152 Taylor Street,Glen Innes,New South Wales,5,20110725,,-29.7333149999999,151.739251
